Timestamp,kalman.stateX,kalman.stateY,kalman.stateZ,ranging.state
132895,1.7243796586990356,1.979395866394043,0.05001213774085045,32
132995,1.724078893661499,1.9792137145996094,0.05024601146578789,32
133095,1.6996020078659058,1.9710783958435059,0.007024412043392658,32
133195,1.7026565074920654,1.9605375528335571,0.003821043763309717,32
133295,1.7003695964813232,1.972221851348877,0.012531201355159283,32
133395,1.698952555656433,1.9826421737670898,0.019275236874818802,32
133495,1.7006787061691284,1.9798156023025513,0.02030264213681221,32
133595,1.6978195905685425,1.9860543012619019,0.026038574054837227,32
133695,1.6988823413848877,1.985113501548767,0.027606187388300896,32
133795,1.7023485898971558,1.9777512550354004,0.027369631454348564,32
133895,1.7110329866409302,1.9647127389907837,0.024205759167671204,32
133995,1.7168225049972534,1.9419512748718262,0.022971298545598984,32
134095,1.72236967086792,1.9334702491760254,0.022516576573252678,32
134195,1.7226964235305786,1.927942156791687,0.024147646501660347,32
134295,1.7248802185058594,1.9248265027999878,0.023557040840387344,32
134395,1.7270570993423462,1.916627287864685,0.022616872563958168,32
134495,1.7285771369934082,1.915810465812683,0.021567201241850853,32
134595,1.7327306270599365,1.9049241542816162,0.019165903329849243,32
134695,1.7338660955429077,1.905139684677124,0.01821790263056755,32
134795,1.6798878908157349,1.8760597705841064,0.04316950589418411,32
134895,1.723702073097229,1.9209463596343994,0.0239446759223938,32
134995,1.714663028717041,1.9257762432098389,0.025697899982333183,32
135095,1.7150897979736328,1.944596529006958,0.021627316251397133,32
135195,1.702041745185852,1.9571455717086792,0.023214086890220642,32
135295,1.6969624757766724,1.9589508771896362,0.023137209936976433,32
135395,1.6991124153137207,1.9779157638549805,0.041802678257226944,40
135495,1.6756036281585693,1.9667681455612183,0.019575832411646843,40
135595,1.6769864559173584,1.960027813911438,0.016598178073763847,32
135695,1.6845524311065674,1.9347739219665527,-0.00041461270302534103,32
135795,1.6713749170303345,1.9395216703414917,0.0014807451516389847,40
135895,1.667781949043274,1.959104061126709,0.015339815057814121,32
135995,1.654843807220459,1.9615854024887085,0.0035495366901159286,32
136095,1.652732253074646,1.9687817096710205,0.00941868033260107,32
136195,1.655763864517212,1.9670978784561157,0.008235786110162735,32
136295,1.6301664113998413,1.9490464925765991,0.023613514378666878,40
136395,1.651228427886963,1.966391921043396,0.013216657564043999,32
136495,1.6507611274719238,1.9657313823699951,0.014494763687252998,32
136595,1.653024435043335,1.9533694982528687,0.011674635112285614,32
136695,1.6619409322738647,1.9457826614379883,0.017080120742321014,32
136795,1.6550360918045044,1.9563881158828735,0.02253025211393833,32
136895,1.65048086643219,1.9664583206176758,0.02533130533993244,32
136995,1.6525201797485352,1.9591139554977417,0.024230632930994034,32
137095,1.649250864982605,1.9607549905776978,0.025433216243982315,32
137195,1.6499606370925903,1.9555776119232178,0.024433718994259834,32
137295,1.647784948348999,1.95464026927948,0.02411237545311451,32
137395,1.6642247438430786,1.9436182975769043,0.01448750589042902,32
137495,1.658097505569458,1.927981972694397,0.01763511262834072,32
137595,1.6412649154663086,1.9367725849151611,0.008576502092182636,32
137695,1.6405874490737915,1.9361028671264648,0.008817246183753014,40
137795,1.6412407159805298,1.9342771768569946,0.01053018681704998,32
137895,1.6434364318847656,1.927120327949524,0.010601864196360111,32
137995,1.6423343420028687,1.9334237575531006,0.016469966620206833,32
138095,1.6405537128448486,1.9411978721618652,0.02137281931936741,32
138195,1.6507813930511475,1.9235371351242065,0.01606002263724804,32
138295,1.648479700088501,1.9212790727615356,0.019769975915551186,32
138395,1.6463490724563599,1.925131916999817,0.022016476839780807,32
138495,1.6489508152008057,1.9151617288589478,0.02119537442922592,32
138595,1.663668155670166,1.9075536727905273,0.013017485849559307,32
138695,1.6521594524383545,1.900063157081604,0.01992327719926834,32
138795,1.6596953868865967,1.8914788961410522,0.015490280464291573,32
138895,1.846614956855774,1.9606077671051025,-0.05055130273103714,32
138995,1.6712905168533325,1.8971599340438843,0.07265633344650269,32
139095,1.6529357433319092,1.9148364067077637,0.060530927032232285,32
139195,1.651041865348816,1.9106550216674805,0.05856059864163399,32
139295,1.6401089429855347,1.9237793684005737,0.054371610283851624,32
139395,1.6323834657669067,1.932408332824707,0.0522678904235363,32
139495,1.626309871673584,1.9386554956436157,0.05093713477253914,32
139595,1.623213291168213,1.9389960765838623,0.049284677952528,32
139695,1.6092864274978638,1.938443660736084,0.030992139130830765,40
139795,1.6104117631912231,1.9400800466537476,0.035149991512298584,32
139895,1.612735390663147,1.9299118518829346,0.03247950226068497,32
139995,1.614296793937683,1.9254518747329712,0.03421267494559288,32
140095,1.61385178565979,1.9264923334121704,0.039123665541410446,32
140195,1.6161466836929321,1.9172017574310303,0.0380646251142025,32
140295,1.6167947053909302,1.9132137298583984,0.039430901408195496,32
140395,1.6114001274108887,1.897011399269104,0.020497102290391922,40
140495,1.6153229475021362,1.8912127017974854,0.025857821106910706,32
140595,1.6179986000061035,1.8905165195465088,0.031826313585042953,32
140695,1.6199791431427002,1.8864678144454956,0.03445293754339218,32
140795,1.6223727464675903,1.8795955181121826,0.03476116061210632,32
140895,1.6236461400985718,1.8737736940383911,0.034659452736377716,32
140995,1.6249210834503174,1.8558118343353271,0.032329756766557693,32
141095,1.627709150314331,1.8595348596572876,0.031288646161556244,32
141195,1.6294753551483154,1.8557087182998657,0.028253210708498955,32
141295,1.623055100440979,1.858660340309143,0.03030582331120968,32
141395,1.6290627717971802,1.8388224840164185,0.023653533309698105,32
141495,1.6222363710403442,1.8401615619659424,0.025939788669347763,32
141595,1.623443841934204,1.847062349319458,0.021702760830521584,32
141695,1.6270865201950073,1.841874599456787,0.01630285754799843,32
141795,1.6424368619918823,1.8603936433792114,0.03428016975522041,32
141895,1.613222360610962,1.8722697496414185,0.037553612142801285,32
141995,1.6028369665145874,1.8887603282928467,0.0344608798623085,32
142095,1.593161940574646,1.9042047262191772,0.03263147175312042,32
142195,1.5893741846084595,1.9082058668136597,0.030981287360191345,32
142295,1.5871058702468872,1.9092656373977661,0.029073534533381462,32
142395,1.5819286108016968,1.915637493133545,0.027771947905421257,32
142495,1.5765472650527954,1.9248347282409668,0.02612234652042389,32
142595,1.5770721435546875,1.9193785190582275,0.02246227115392685,32
142695,1.5743446350097656,1.915205478668213,0.020576050505042076,32
142795,1.5738164186477661,1.9180477857589722,0.018113581463694572,32
142895,1.5583159923553467,1.8854777812957764,0.01788301393389702,32
142995,1.5787664651870728,1.8970471620559692,0.009498022496700287,32
143095,1.5763851404190063,1.9006202220916748,0.010030677542090416,32
143195,1.5721921920776367,1.9050774574279785,0.00959467701613903,32
143295,1.56805419921875,1.9100613594055176,0.007842437364161015,32
143395,1.5682663917541504,1.9070574045181274,0.0036623335909098387,32
143495,1.5658831596374512,1.910871148109436,0.003697524778544903,32
143595,1.560532569885254,1.9213579893112183,0.004235964734107256,32
143695,1.5631749629974365,1.9206089973449707,0.010020090267062187,40
143795,1.5663164854049683,1.9219834804534912,0.009550567716360092,32
143895,1.5802555084228516,1.930925726890564,0.013022550381720066,40
143995,1.5743014812469482,1.9236705303192139,0.019579706713557243,32
144095,1.5772299766540527,1.9214552640914917,0.02069474197924137,32
144195,1.5785295963287354,1.9146578311920166,0.018820377066731453,40
144295,1.5826728343963623,1.9147206544876099,0.021622654050588608,32
144395,1.5814279317855835,1.9088953733444214,0.027169980108737946,32
144495,1.5703949928283691,1.8790562152862549,0.036244504153728485,32
144595,1.5877808332443237,1.8998639583587646,0.012945056892931461,40
144695,1.583672285079956,1.9113534688949585,0.019723910838365555,32
144795,1.5803810358047485,1.9095582962036133,0.009811894036829472,40
144895,1.5782959461212158,1.9196866750717163,0.015591352246701717,32
144995,1.5782456398010254,1.9255337715148926,0.01778220385313034,32
145095,1.5795929431915283,1.9244916439056396,0.017591962590813637,32
145195,1.5829863548278809,1.9163916110992432,0.015700144693255424,32
145295,1.5695760250091553,1.8798471689224243,0.031473904848098755,32
145395,1.5952054262161255,1.9076266288757324,0.01703355647623539,32
145495,1.5642424821853638,1.9092628955841064,0.031942203640937805,40
145595,1.5828123092651367,1.9285156726837158,0.019859837368130684,32
